item_no,property_no,acquisition_date,measurement_unit,quantity,particulars, unit_cost ,remarks,end_user,status
60,"SPHV-2024-12-1063,SPHV-2024-12-1064,SPHV-2024-12-1065,SPHV-2024-12-1066,SPHV-2024-12-1067,SPHV-2024-12-1068,SPHV-2024-12-1069",2024-11-08,30,7,Office Cubicles,"21,000.00",,404,Active
61,SPLV-2024-12-1169,2024-12-17,23,1,"Fire Extinguisher, 10lbs with Wall brackets","1,800.00",,404,Active
1,ARE 14-338,2014-09-18,30,1,Executive Swivel Chair,"2,106.38",,268,Active
2,2019-01-015,2018-06-01,30,1,"TABLET, Android Samsung TAB S2, 8""","22,098.00",,268,Active
3,"2019-410,2019-411",2019-05-01,17,2,Pocket Wifi,"3,918.85",,268,Active
4,2019-12-080,2019-12-04,30,1,"Laptop, Hp Elitebook x 360 1030 G2, processor: Intel core i5-7th Gen processor base clock speed, 2.5 Ghz Max turbo frequency 3.1GHz Max turbo frequency 3.1 Ghz cache 3mb cache, 2 cores; Memory 8gb DDR4-2133onboard; storage/hard disk-256GB solid state drive; camera-720p HD camera: SN: 5CG84922V7","68,640.00",,268,Active
5,2021-1816,2021-10-28,17,1,"Monitor, Viewplus 23""","6,678.00",,268,Active
6,2021-1091,2021-08-03,17,1,"UPS, EATON 5L 1200 USB, 1200VA/600W, 230V","6,800.00",,268,Active
7,2021-1385,2021-08-26,17,1,"Keyboard, Logitech",700,,268,Active
8,2021-1438,2021-08-03,17,1,"Mouse, Logitech",400,,268,Active
9,YP185-2k,2000-03-20,30,1,"Office table 28""x48""","5,950.00",from: M. Calpito,268,Active
10,21-09-89,2021-09-03,30,1,Assembled CPU,"44,903.00",,268,Active
11,2023-279,2023-06-01,17,1,"Gaming Chair, Black","7,000.00",,268,Active
12,2023-553,2023-10-03,17,1,"Stereo Bluetooth Headset, Logitech","9,000.00",,268,Active
13,2023-739,2023-11-17,17,1,"Office Table, glass top with side drawers","7,425.00",,268,Active
1,2019-829,2019-11-18,17,1,Digital Audio Recorder Sony 6x533,"7,495.00",,287,Active
2,2019-673,2019-09-02,30,1,"Stapler, heavy duty (Offer: SDI)",195,,287,Active
3,16-592,,17,1,"Android Tablet, lenovo ","9,999.00",,287,Active
4,2019-815,2019-11-04,17,1,"Multifunction Printer, Print, scan, copy and fax with ADF, Epson L5190","14,950.00",,287,Active
5,2019-814,2019-11-04,17,1,"HDMI Cable, Nylon braided skin, gold plated, 3 M length",950,,287,Active
6,2020-1072,2020-03-10,30,1,"Pedestal Steel Cabinet, 400mm W x 55mm H x 650mmD, gray color","4,725.00",,287,Active
7,2020-1740,2020-10-22,30,1,"External Hard Drive, 1TB back up plus HDD USB 3.0, 113.5mm, black, Seagate Slim","3,450.00",,287,Active
8,2020-1788,2020-11-17,30,1,"UPS, APC 1100 VA","7,100.00",,287,Active
9,2021-1083,2021-08-03,17,1,"UPS, EATON 5L 1200 USB, 1200VA/600W,230V","6,800.00",,287,Active
10,21-08-70,2021-08-03,30,1,CPU Assembled,"44,603.00",,287,Active
11,2021-1801,2021-11-16,17,1,"Webcam Ultra HD, 4K, Logitech","13,950.00",,287,Active
12,2021-1937,2021-12-20,17,1,"PC Headset, JBL 600BT Blue","5,495.00",,287,Active
13,2022-06-042,2022-02-26,30,1,"Laptop, Acer Nitro, Windows 10 Home, Intel Core i5 11400H, 15.6"" FHD IPS 144hz, Nvidia RTX 3050 4gb, 16 GB DDR, 512 GB SSD Pcie + 1 TB HDD, w/ Bag","64,236.00",,287,Active
14,2021-1572,2021-10-06,17,1,"Monitor, Viewplus 23.8""","6,678.00",from: R. Tubaña,287,Active
15,2023-168,2023-04-18,17,1,"Water Dispenser, Hot and Cold, Kyowa","11,599.00",,287,Active
16,2023-167,2023-04-12,17,1,"Paper Shredder, 27L","29,000.00",,287,Active
17,2023-429,2023-08-02,17,1,"Executive Swivel Chair, High back with armrest, 5 metal feet and wheels, heavy duty adjustable","4,995.00",,287,Active
18,SPLV-2024-03-0335,2024-03-05,17,1,"Puncher, heavy duty, 2 hoel guide",150,,287,Active
1,2018-215,2018-06-19,17,1,Sleeping Bag,"1,380.00",,141,Active
2,2019-168,2019-02-01,17,1,"EXTENSION CORD, 4-gang w/ individual switches",695,,141,Active
3,2019-173,2019-02-01,17,1,"STORAGE BOX, Plastic: size, 50L",510,,141,Active
4,35-14,2019-08-13,17,1,"Chair, Executive w/ Arm Leather Cover","3,294.56",,141,Active
5,2021-050,2021-01-14,17,1,"Webcam, A4Tech, 1080p","1,493.00",,141,Active
6,2021-582,2021-03-23,17,1,Mobile Pedestal Cabinet,"4,800.00",,141,Active
7,2021-1014,2021-07-30,30,1,USB Headset with microphone and noise cancellation,"1,900.00",,141,Active
8,21-08-83,2021-08-29,30,1,CPU Assembled,"38,478.00",,141,Active
9,2021-1737(2),2021-11-04,17,1,"USB Wired Optical Mouse, Logiotech M100R",465,,141,Active
10,2021-1741,2021-11-04,17,1,"USB Wired Keyboard, Logitech K1200",585,,141,Active
11,2021-063,2021-01-14,17,1,Mouse/Wireless,480,,141,Active
12,2022-180,2022-02-16,17,1,Ergonomic Office Chair,"4,500.00",,141,Active
13,2017-289,2017-06-16,30,1,Epson Printer C360,"7,850.00",from: M. Lomboy,141,Active
14,22-08-060,2021-11-26,30,1,"Laptop, Acer Nitro An515-57-53SB i5","64,950.00",,141,Active
15,22-597,2022-01-31,30,1,"Printer, Brother MFC T920DW","14,150.00",,141,Active
16,SPLV-2025-02-097,2025-02-25,17,1,"Laser Distance Meter, INGCO","4,925.00",,141,Active
17,"SPLV-202-02-099,SPLV-2025-02-100",2025-02-25,17,1,"Scientific Calculator, Casio",982,,141,Active
1,121-2K,1999-02-15,30,1,"Filing cabinet ,2 layers","6,948.00",,172,Active
2,"2018-269,2018-270",2018-07-17,17,2,"Ladder, Aluminum, folding portable","3,650.00",warehouse,172,Stock
3,"2018-108,2018-109",2018-02-13,30,2,"Industrial Trolley, Heavy Duty","7,000.00",,172,Active
4,"2017-364,2017-365",,30,2,"Steel Filing Cabinet, 4 Drawers","6,995.00",,172,Active
5,"2018-271,2018-272,2018-273,2018-274,2018-275",2018-07-17,17,5,"Grocery/Supermarket Pushcart, Stainless Steel","5,500.00",warehouse,172,Stock
6,15-147,2015-06-10,30,1,"COMPUTER DESKTOP (ACER Model, X4620G)","25,000.00",,172,Active
7,"2018-080,2018-083,2018-084",2018-02-01,17,3,"Dehumidifier, 220-240 volts MDEHU-IIP","8,430.00",warehouse,172,Stock
8,"20-06-153,2020-06-153A",2020-08-10,30,1,"Desktop Computer w/ Mouse and Keyboard, Acer Veriton M2640G","39,208.00",Monitor-G. Almacen       Mouse & Keyboard - J. Mike,172,Active
9,2021-039,2021-01-18,30,1,"Printer, Epson L5190","14,800.00",,172,Active
10,2021-123,2021-01-22,17,1,"Speakerphone, Mid-range portable USB and Bluetooth Speakerphone Speak 510, Jabra Speak 510","8,985.00",,172,Active
11,2021-160,2021-01-22,17,1,"4K Webcam with HDR abd Windows Hello support, 4K Ultra HD video calling, Logitech C930e","9,580.00",,172,Active
12,2021-595,2021-04-14,17,1,Calculator-casio MS-120,595,,172,Active
13,"2021-885,2021-886,2021-887,2021-888,2021-889,2021-890,2021-891,2021-892,2021-893,2021-894,2021-895,2021-896,2021-897,2021-898,2021-899,2021-900,2021-901,2021-902,2021-903,2021-904,2021-905,2021-906,2021-907,2021-908,2021-909,2021-910,2021-911,2021-912,2021-913,2021-914,2021-915,2021-916,2021-917,2021-918,2021-919,2021-920,2021-921,2021-922,2021-923,2021-924,2021-925,2021-926,2021-927,2021-928,2021-929,2021-930,2021-931,2021-932,2021-933,2021-934,2021-935,2021-936,2021-937,2021-938,2021-939,2021-940,2021-941,2021-942,2021-943,2021-944,2021-955,2021-956,2021-957,2021-958,2021-959,2021-960,2021-961,2021-962,2021-963,2021-964,2021-965,2021-966,2021-967,2021-968,2021-969,2021-970,2021-971,2021-972,2021-973,2021-974




",2021-07-16,17,80,Industrial Pallettes,"2,490.00",,172,Active
14,2021-1058,2021-08-03,17,1,"UPS, EATON 5L 1200USB, 1200VA/600W,230V","6,800.00",,172,Active
15,2021-1216,2021-08-10,17,1,"Puncher/Perforator, paper, heavy duty, with 2 hole guide",150,,172,Active
16,21-09-101,2021-07-09,30,1,"Laptop Computer,Acer Nitro 5","50,562.00",,172,Active
17,2021-1193,2021-08-03,17,1,"LAN Switch,16ports","1,750.00",,172,Active
18,2021-1228,2021-06-28,17,1,Dating & Stamping Machine,"1,035.00",,172,Active
19,2019-862,2019-11-22,30,1,"Printer, 3-in-1, Brother T710W","13,995.00",from: D. Bulalin,172,Active
20,2019-943.,2019-11-28,30,1,"TV Plus blackbox, ABS-CBN","1,595.00",from: D. Bulalin,172,Active
21,16-501,2016-10-31,17,1,Steel Filing Cabinet,"6,050.00",from: D. Bulalin,172,Active
22,2019-12-108,2019-12-06,30,1,CPU Assembled (details: see PAR 19-019),"28,345.00",from: D. Bulalin,172,Active
23,2018-371,2018-07-31,30,1,Keyboard Multimedia,340,from: D. Bulalin,172,Active
24,2019-142,2019-01-31,30,1,"Mouse, optical usb connection type",275,from: D. Bulalin,172,Active
25,2019-379,2019-04-26,17,1,"Pencil Sharpener, Manual, Single cutterhead",365,from: D. Bulalin,172,Active
26,2019-853,2019-11-21,30,1,"Paper Shredder, Aurora As800CD 5 x47mm, 8 sheet","6,250.00",from: D. Bulalin,172,Active
27,2019-905,2020-06-22,30,1,"Bar Code Scanner/ Reader, 3D","5,999.00",from: D. Bulalin,172,Active
28,2022-243,2022-01-31,30,1,"Printer, Brother MFC T920DW","14,150.00",from: D. Bulalin,172,Active
29,2019-839,2019-11-22,17,1,"Wall Clock, Analog, Vintage-type, RIKON",350,from: D. Bulalin,172,Active
30,508-10,2010-11-24,30,1,"Steel Cabinet, 3 drawers","7,000.00",,172,Active
31,22-11-088,2022-11-02,30,1,CPU Assembled,"44,603.00",,172,Active
32,2022-046,2022-01-10,30,1,"Monitor, Atlas 22""","6,500.00",,172,Active
33,2022-187,2022-03-11,30,1,"Keyboard, A4Tech",330,,172,Active
34, 2022-541,2022-09-30,17,1,"Mouse, A4Tech",150,,172,Active
35,22-12-110,2022-12-14,30,1,"Cold Chain Equipment and Devices,Breakdown: 1. Walk-in Cold Room,2. Generator Set,3. Automatic Voltage Regulator","2,330,000.00",,172,Active
36,2023-001,2022-12-28,17,1,"Extension Cord, 16 gang, Tower type","1,150.00",,172,Active
37,2023-336,2023-07-11,17,1,"Stapler, standard type, SQI",165,,172,Active
38,2023-409,2023-07-31,30,1,Central Processing Unit,"42,855.80",,172,Active
39,2023-410,2023-07-31,30,1,"Monitor, Gamdias 24""","5,194.00",,172,Active
40,2022-538,2022-09-30,17,1,"Keyboard, A4Tech",400,,172,Active
41,2022-587,2022-09-30,17,1,"Mouse, A4Tech",150,,172,Active
42,2023-484,2023-08-17,30,2,"Client Chair, heavy duty, fabric material, armrest, high and fixed back , Balck","3,500.00",,172,Active
43,"2023-459,2023-460",2023-08-09,30,2,"UPS, APW 1500VA","5,070.00",,172,Active
44,2023-465,2023-08-09,30,1,"Monitor, Skyworth 23.8""/IPS/144HZ","7,720.00",,172,Active
45,2023-469,2023-08-09,30,1,"Portable Projector, Viewsonic MI Mini Plus","16,800.00",,172,Active
46,2023-470,2023-08-07,30,1,"Heavy Duty Printer, Apeos 2150 NDA","47,400.00",,172,Active
47,"2023-471,2023-472",2023-08-15,30,2,"Computer Central Processing Unit, Intel Core i7 12700, B660 Motherboard, Kingston 16GB DDR4, 512GB SSD M2, Seagate 1TB, Antec casing, Antec 850W Gold","41,300.00",,172,Active
48,2023-808,2023-12-06,30,1,"Tape Dispenser, Black, DLOffice",150,,172,Active
49,2024-047,2023-12-19,30,1,"Portable Tablet, Samsung S9 fe+, 12.4 inches, w/ book cover, keyboard and adapter","42,615.00",,172,Active
50,"2024-272,2024-273,2024-274,2024-275,2024-276",2024-01-18,17,5,"Stapler, Standard type, SQI Brand",165,,172,Active
51,"2023-716,2023-717,2023-718,2023-719,2023-720,2023-721,2023-722,2023-723,2023-724,2023-725",2023-11-23,30,10,"Wall Fan, Centrix 16""","1,990.00",,172,Active
52,"2023-726,2023-727",2023-11-23,17,2,"Split Type Aircon, Asttron 1.5HP","38,990.00",,172,Active
53,"2023-706,2023-707,2023-708,2023-709,2023-710",2023-11-23,17,5,"Fire Extinguisher, Tigronyx 11lbs.,","1,690.00",,172,Active
54,2023-896,2023-12-21,30,1,"Wireless Mouse, A4Tech G3-300 1200 dpi",585,,172,Active
55,SPLV-2024-08-735,2024-07-19,30,1,"Headset, Redragon H848 IRE Pro Ultra Light Wireless","1,900.00",,172,Active
1,ARE 14-334,2014-09-18,30,1,Executive Swivel Chair," 2,106.38 ",,271,Active
2,2019-321,2019-03-14,17,1,"Printer with Photocopy, Toner Ink, Brother T700"," 12,000.00 ",,271,Active
3,2020-1807,2020-11-20,17,1,"Stapler, heavy duty, 30-150 sheets"," 1,200.00 ",,271,Active
4,"2021-176,2021-177",2021-01-14,17,2,"Tape Dispenser, table top for 24, w/ tape", 90.00 ,,271,Active
5,2016-12-046,12/13/2016,30,1,Acer Veriton X4110G Desktop Set," 25,509.60 ",,271,Active
6,2022-017(1),2022-07-01,17,1,"Steel Rack Organizaer w/ wheels,  3 layers"," 3,400.00 ",From: M. Calpito,271,Active
7,2023-276,2023-06-01,17,1,"Gaming Chair, Black"," 7,000.00 ",,271,Active
8,2023-555,2023-10-03,17,1,"Stereo Bluetooth Headset, Logitech"," 9,000.00 ",,271,Active
9,2023-742,2023-10-27,17,1,"Printer, Epson L6270"," 18,700.00 ",,271,Active
10,2023-741,2023-11-17,17,1,"Office Table, glass top with side drawers"," 7,425.00 ",,271,Active
1,"2019-697,2019-698",2019-09-24,17,2,"Storage and Organizer Box, 70L capacity, heavy duty, water proof, latching lid with 4 wheels, color-transparent", 685.00 ,,244,Active
2,2019-885,2019-11-25,30,1,"Swivel Chair, Black leather managers office swivel chair, adjustable ( SHIVLAX)"," 4,250.00 ",,244,Active
3,2019-813,2019-11-07,30,1,"Printer, Toner-type, monochrome-laser, HP M102N"," 9,990.00 ",,244,Active
4,"2020-018,2020-019",2020-01-16,17,2,"Cork Pin Board, size 2'x3'"," 1,288.00 ",,244,Active
5,2020-014,2020-01-16,30,1,"Tablet, 8"", Galaxy tab A, S Pen, 32GB, LTE, 8.0MP"," 14,800.00 ",,244,Active
6,2020-1281,2020-06-23,17,1,"Mouse, optical, USB connection", 120.00 ,,244,Active
7,2020-1793,2020-11-10,30,1,"Android Smart Phone for Barcode Track and Trace System Support, Samsung Galaxy A11"," 9,200.00 ",,244,Active
8,2021-020,2021-01-08,30,1,"Printer, HP 615"," 14,500.00 ",,244,Active
9,"2021-592,2021-593",2021-04-14,17,2,Calculator - Casio MS-120, 595.00 ,,244,Active
10,2021-588,2020-10-16,17,1,OTG 3 in 1 USB Flash Drives USB 3.0 and Micro USB and Type-C," 1,000.00 ",,244,Active
11,2021-1059,2021-08-03,17,1,"UPS, EATON 5L 1200 USB, 1200VA/600W, 230V"," 6,800.00 ",,244,Active
12,2021-1596,2021-10-06,17,1,"Monitor, Viewplus 23.8"""," 6,678.00 ",,244,Active
13,2019-966,2019-11-15,17,1,"Extension cord, 4 to 5 outlet, 5 meters long", 550.00 ,from: D. Bulalin,244,Active
14,2022-456,2023-07-25,30,1,"Pedestal Cabinet, 3 drawers"," 4,800.00 ",,244,Active
15,22-11-089,2022-11-02,30,1,CPU Assembled," 44,603.00 ",,244,Active
16,2022-708,2022-12-09,30,1,"Laptop, Acer TravelMate P2, SN: NXVPXAP001212108907600"," 42,800.00 ",,244,Active
17,2023-002,2022-12-28,17,1,"Extension Cord, 16 gang, Tower Type"," 1,150.00 ",,244,Active
18,2022-00-10605020-0116-WH,2022-06-16,30,1,TCW-4000AC," 201,960.00 ",,244,Active
19,2022-00-10605020-0117-WH,2022-06-16,30,1,TCW-4000AC," 201,960.00 ",,244,Active
20,2022-00-10605020-0118-WH,2022-06-16,30,1,TFW -3000AC," 151,776.00 ",,244,Active
21,2022-00-10605020-0119-WH,2022-06-16,30,1,TFW -3000AC," 151,776.00 ",,244,Active
22,2023-00-10605020-0002-WH,2022-06-16,30,1,"Ultra Low Freezer, U701"," 360,000.00 ",,244,Active
23,2023-00-10605020-0003-WH,2022-06-16,30,1,"Ultra Low Freezer, U701"," 360,000.00 ",,244,Active
24,2023-573,2023-09-30,17,1,"Mouse, A4Tech", 150.00 ,,244,Active
25,2023-685(1),2022-12-02,17,1,Gaming Mouse, 490.00 ,,244,Active
26,"2023-489,2023-490",2023-08-17,30,2,"Client Chair, heavy duty, fabric material, armrest, high and fixed back , Balck"," 3,500.00 ",,244,Active
27,2022-623,2022-10-26,17,1,"Speakerphone, Jabra Speak 510+ "," 10,000.00 ",,244,Active
28,2023-532,2023-03-02,23,1,Compreaaor with Accessories for TCW4000 AC," 18,141.58 ",,244,Active
29,2023-00-10605990-0009-LMS,2023-03-02,30,1,Ultra-Low Temperature Freezer Portable/ Benchtop," 495,153.00 ",,244,Active
30,2023-464,2023-08-09,30,1,"UPS, AWP 1500VA"," 5,070.00 ",,244,Active
31,2023-343,2023-07-17,23,1,"Keyboard and Mouse, Logitech", 700.00 ,,244,Active
32,2024-054,2023-12-19,30,1,"Portable Tablet, Samsung S9 fe+, 12.4 inches, w/ book cover, keyboard and adapter"," 42,615.00 ",,244,Active
33,2022-605,2022-10-18,17,1,"Computer Chair, Mesh Chair, Chrome Legs, with arm rest & gas lift, color black"," 3,495.00 ",from:E. Lagera,244,Active
34,2019-522,2019-06-19,17,1,Portable Scanner Epson DS-310," 14,990.00 ",from: L.Ramos,244,Active
35,SPHV-2025-03-110,2025-02-19,30,1,"UPS, Eaton 5A 12001-NEMA 1200VA/650W Line Interactive"," 6,000.00 ",,244,Active
1,2021-1205,2021-08-10,30,1,"Mouse, optical, USB Connection type", 495.00 ,,324,Active
2,"2021-1950, 2021-1951",2021-12-22,30,2,"Vertical Drawers, 3 drawers"," 7,700.00 ",,324,Active
3,2021-1947,2021-12-22,17,1,"Monitor, 27"", BENQ, IPS"," 9,499.00 ",,324,Active
4,2019-915,,30,1,"Barcode Scanner/ Reader, 3D"," 5,999.00 ",from: D. Babon,324,Active
5,"2020-1351,2020-1352,2020-1353",2020-07-01,17,3,Stapler w/ staple wire remover, 120.00 ,from: D. Babon,324,Active
6,2020-1398,2020-08-11,23,1,Portable Conference Speakerphone," 5,500.00 ",from: D. Babon,324,Active
7,2020-1416,2020-07-16,30,1,"Xenon LED TV 32"""," 11,280.00 ",from: D. Babon,324,Active
8,2021-133,2021-01-22,17,1,"Speakerphone, Mid-range portable USB and Bluetooth Speakerphone Speak 510, Jabra Speak 510"," 8,985.00 ",from: D. Babon,324,Active
9,2021-550,2021-06-30,17,1,"Monitor, HKC 27"", Curved"," 9,995.00 ",from: D. Babon,324,Active
10,2021-830,2021-07-07,30,1,Steel Vertical Filing Cabinet," 6,990.00 ",from: D. Babon,324,Active
11,"2021-989,2021-990",2021-07-29,17,2,"Portable Hard Drive, 1TB, shockproof and scratch resistant"," 3,350.00 ",from: D. Babon,324,Active
12,2021-1362,2021-08-06,30,1,"Keyboard, Logitech", 700.00 ,,324,Active
13,2022-159,2022-02-24,17,1,"Puncher, Heavy Duty", 153.70 ,,324,Active
14,2018-839,2018-10-28,17,1,"Table ( office table) 24"" x 18""x 30"" wood with drawers"," 3,800.00 ",from: V. Salacyao,324,Active
15,21-06-47,2021-06-17,30,1,Assembled CPU," 43,700.00 ",from: D. Palangchao,324,Active
16,2019-714,2019-10-01,30,1,"Office Chair, mid back 360 degrees swivel function, tilting mechanism, pneumatic height adjustment, 300mm, nylon base with PU casters 100kg, maximum weight capacity (C-NL2063)"," 3,495.00 ",from: D. Palangchao,324,Active
17,2018-713,2018-11-26,17,1,"Anycast, m4plus, high definition, supports IOS & Android"," 1,790.00 ",from: D. Palangchao,324,Active
18,2021-11-166,2021-10-28,30,1,Assembled CPU," 35,340.00 ",from: D. Palangchao,324,Active
19,2019-737,2019-10-16,30,1,"All in ONe printer, Canon G4010, 4800 x 1200 dpi, Bordless printing, 88 ipm, Scanner flatbed-ADF can scan A4 to legal"," 13,400.00 ",from: D. Palangchao,324,Active
20,2021-352,2021-05-24,17,1,"Monitor 27"", HKC"," 9,500.00 ",from: D. Palangchao,324,Active
21,2018-260,2018-06-26,17,1,Wireless Keyboard," 1,219.00 ",from: D. Palangchao,324,Active
22,2018-167,2018-04-04,30,1,"Binding & Puching Machine, U25-C24D"," 11,295.00 ",from: D. Palangchao,324,Active
23,2018-277,2018-07-25,30,1,"Hot & Cold Water Dispenser, free standing with cabinet, White"," 4,200.00 ",from: D. Palangchao,324,Active
24,2019-084,2019-01-28,17,1,"Cooling Fan Tower, 3 speed control 24 hour operation"," 2,299.75 ",from: D. Palangchao,324,Active
25,ICS 16-285,2016-04-06,30,1,"Printer, HP Laserjet Pro"," 11,650.00 ",from: D. Palangchao,324,Active
26,2021-508,2021-05-26,17,1,"Wireless Keyboard, Logitech MK 270"," 1,100.00 ",from: D. Palangchao,324,Active
27,2021-509,2021-05-26,17,1,"Wireless Mouse, Logitech M331", 950.00 ,from: D. Palangchao,324,Active
28,2019-1015,2019-12-16,30,1,"WIRELESS LAPEL MICROPHONE SYSTEM, 170MHz single channel with receiver, adapter and transmitter"," 3,950.00 ",from: D. Palangchao,324,Active
29,2019-042,2019-01-11,17,1,Multimedia Presenter," 1,295.00 ",from: D. Palangchao,324,Active
30,2018-385,2018-09-07,30,1,High Capacity Stapler, 950.00 ,from: D. Palangchao,324,Active
31,2018-797,2018-10-01,17,1,"HDMI to VGA, Gold plated connector, input HDMI Output VGA", 595.00 ,from: D. Palangchao,324,Active
32,2019-476,2019-05-31,30,1,"Extension Cord, Heavy Duty, Universal outlet, ICC Accredited, 4 gang 12 ft", 650.00 ,from: D. Palangchao,324,Active
33,2020-1710,2020-09-22,17,1,"HP Pro Web Camera, Logitech C922 with tripod"," 10,100.00 ",from: D. Palangchao,324,Active
34,2018-694,2018-11-26,30,1,"Heavy duty plastic box, 4 wheels, black/ dark blue"," 1,500.00 ",from: D. Palangchao,324,Active
35,2019-858,2019-11-18,17,1,Heavy duty tape dispenser, 95.00 ,from: D. Palangchao,324,Active
36,2019-859,2019-11-18,30,1,"Filing cabinet, 3 drawer mobile pedestal"," 4,320.00 ",from: D. Palangchao,324,Active
37,2019-860,2019-11-18,30,1,"Storage and organized box, 70L capacity, heavy duty", 900.00 ,from: D. Palangchao,324,Active
38,2021-1677,2021-10-28,17,1,"Keyboard, wireless, Rapoo"," 1,410.00 ",from: D. Palangchao,324,Active
39,2021-1678,2021-10-28,17,1,"Mouse, wireless, Delux"," 1,000.00 ",from: D. Palangchao,324,Active
40,2021-1679,2021-10-28,17,1,"Portable External Hard Drive, Silicon Powder 2TB"," 4,500.00 ",from: D. Palangchao,324,Active
41,15-111,2015-06-10,30,1,"Desktop Computer, Acer Model X46020G, CPU"," 25,000.00 ",from: D. Palangchao,324,Active
42,2021-1899,2021-11-23,30,1,"External Hard Disk Drive, 2TB, Adata"," 4,272.49 ",,324,Active
43,2020-1101(2),2020-02-20,17,1,"Wooden Table, Height:0.7 meter, L-1 meter, W-0.8 meter, Thickness of wood-1 & 1/2"""," 6,300.00 ",fron: C. Dizon,324,Active
45,2022-188,2022-03-11,17,1,"Keyboard, A4Tech", 330.00 ,,324,Active
46,2023-831,2023-12-04,17,1,"Wireless Keyboard and Mouse Set, Logitech Mk220 Combo"," 1,100.00 ",,324,Active
47,2023-832,2023-12-04,17,1,"Monitor, AOC 27"""," 6,900.00 ",,324,Active
48,2023-833,2023-12-04,17,1,"UPS, Eaton 5A 12001-NEMA"," 6,000.00 ",,324,Active
49,2023-834,2023-12-04,17,1,"Central Processing Unit, Intel i5-11400 12M Procesor, MSI LGA 1200 M-ATX, Kingston (2x8), Samsung Mz-V8T0BW SSD, Samsung MZ-77E SSD, Darkflash DK351 Gaming Case, Gigabyte GP Power Supply"," 38,150.00 ",,324,Active
50,"2024-004,2024-005,2024-006",2023-12-27,17,3,"Heavy Duty Extension Cold, 10A 250V, 7 sockets, 2 USB Ports", 450.00 ,,324,Active
51,SPHV-2024-02-0294,2024-02-08,30,1,"Portable Tablet, Samsung S9 fe+, 12.4 inches, w/ book cover, keyboard and adapter"," 46,000.00 ",,324,Active
1,2018-684,2018-11-21,30,1,"LAPTOP, Notebook, ACER ASPIRE ES 14, intel celeron quadcore 2GB DDR31, 500GB, 11.6 HD 1366"," 14,950.00 ",,114,Active
2,2019-664,2019-08-16,30,1,"Mouse, black, wireless bluetooth with 2 primary buttons and clickable scroll wheel, A4 Tech", 964.00 ,,114,Active
3,2019-937,2019-11-21,17,1,"External hard drive, 1 TB"," 3,950.00 ",,114,Active
4,2019-796,2019-11-07,17,1,"Android Tablet, 8"" Wuxga TFT capacitative display, 1290 x 1200 px. S-Pen support, OS: Samsung one IU (Android 9.0 Pie) Samsung Tab A"," 14,990.00 ",,114,Active
5,2019-844,2019-11-19,17,1,"Scientific Calculator, FX-95MS ( Memory Store), Casio", 695.00 ,,114,Active
6,2019-991,2019-12-11,30,1,"COMPUTER TABLE, 3 layered heavy duty, wood for small spaces"," 4,800.00 ",,114,Active
7,2020-003,2020-01-07,30,1,"Computer Cahir with Arm rest, heavy duty, w/ low back rest, GD 2063"," 3,900.00 ",,114,Active
8,2020-1074,2020-02-04,30,1,"MULTIFUNCTION PRINTER, inkjet, colored printing type, 120 x 6000 dpi, 27ppm for color, flatbed scanner type, refill tank system, EPSON L5190"," 13,992.00 ",,114,Active
9,2021-128,2021-01-22,17,1,"Speakerphone, Mid-range portable USB and Bluetooth Speakerphone Speak 510, Jabra Speak 510"," 8,985.00 ",,114,Active
10,2021-1424,2021-09-03,17,1,"Printer, Brother T420W"," 11,990.00 ",,114,Active
11,2021-1565,2021-10-04,30,1,"Tower Fan, 3D TF10 40W"," 3,990.00 ",,114,Active
12,2021-1567,2021-10-04,17,1,Computer Chair," 3,500.00 ",,114,Active
13,2021-1557 ,2021-10-04,17,1,"Extension Cord, 10 meters with 6 universal gang"," 1,000.00 ",,114,Active
14,2021-1563,2021-10-04,30,1,Paper Shredder," 3,760.00 ",,114,Active
15,"2021-1545,2021-1570 ",2021-09-20,30,2,"UPS, 1500VA"," 5,075.00 ",,114,Active
16,2021-1511,2021-09-15,30,1,"Scanner, Fujitsu S1100i"," 12,900.00 ",,114,Active
17,"2021-1788,2021-1789,2021-1790,2021-1791",2021-10-29,17,4,"Stapler, standard type", 120.00 ,,114,Active
18,2021-1792,2021-10-29,17,1,"Stapler, heavy duty, Joy HD-021", 840.00 ,,114,Active
19,"2021-1887,2021-1888",2021-12-09,17,2,Posture Corrector Chair," 3,845.00 ",,114,Active
20,2021-1898,2021-11-23,30,1,"External Hard Disk Drive , 2TB, Adata"," 4,273.49 ",,114,Active
21,2016-12-0035,2016-12-13,30,1,Asus X550ZE Laptop with carrying case and mouse," 21,533.13 ",from : F. Carlos,114,Active
22,"2022-126,2022-127,2022-128,2022-129,2022-130,2022-131",2022-01-31,17,6,"Falshdrive, 32GB, Kingston", 495.00 ,,114,Active
23,21-08-72,2021-08-03,30,1,CPU Assembled," 44,603.00 ",from: C. Mamaradlo,114,Active
24,2021-855,2021-07-19,30,1,HP Multi-Function Laserjet Printer," 11,180.00 ",from: J. Arellano,114,Active
25,2021-125,2021-01-22,17,1,"Speakerphone, Mid-range portable USB and Bluetooth Speakerphone Speak 510, Jabra Speak 510"," 8,985.00 ",from: P. Castro,114,Active
26,2021-162,2021-01-22,17,1,"4K Webcam with HDR abd Windows Hello support, 4K Ultra HD video calling, Logitech C930e"," 9,580.00 ",from: P. Castro,114,Active
